interface,name,entity_type,arguments,idl_type,syntactic_form,use_counter,secure_context,high_entropy,source_file,source_line
AudioBuffer,duration,attribute,,Double,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer.idl,
AudioBuffer,getChannelData,operation,(UnsignedLong),Float32Array,,V8AudioBuffer_GetChannelData_Method,,Direct,third_party/blink/renderer/modules/webaudio/audio_buffer.idl,
AudioBuffer,length,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer.idl,
AudioBuffer,numberOfChannels,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer.idl,
AudioBuffer,sampleRate,attribute,,Float,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer.idl,
AudioBufferSourceNode,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer_source_node.idl,31
AudioBufferSourceNode,buffer,attribute,,AudioBufferOrNull,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer_source_node.idl,
AudioBufferSourceNode,detune,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer_source_node.idl,
AudioBufferSourceNode,loop,attribute,,Boolean,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer_source_node.idl,
AudioBufferSourceNode,loopEnd,attribute,,Double,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer_source_node.idl,
AudioBufferSourceNode,loopStart,attribute,,Double,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer_source_node.idl,
AudioBufferSourceNode,playbackRate,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer_source_node.idl,
AudioBufferSourceNode,start,operation,"(Double,Double,Double)",Void,,,,,third_party/blink/renderer/modules/webaudio/audio_buffer_source_node.idl,
AudioContext,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_context.idl,37
AudioContext,baseLatency,attribute,,Double,,AudioContextBaseLatency,,Direct,third_party/blink/renderer/modules/webaudio/audio_context.idl,
AudioContext,close,operation,(),VoidPromise,,AudioContextClose,,,third_party/blink/renderer/modules/webaudio/audio_context.idl,
AudioContext,createMediaElementSource,operation,(HTMLMediaElement),MediaElementAudioSourceNode,,AudioContextCreateMediaElementSource,,,third_party/blink/renderer/modules/webaudio/audio_context.idl,
AudioContext,createMediaStreamDestination,operation,(),MediaStreamAudioDestinationNode,,AudioContextCreateMediaStreamDestination,,,third_party/blink/renderer/modules/webaudio/audio_context.idl,
AudioContext,createMediaStreamSource,operation,(MediaStream),MediaStreamAudioSourceNode,,AudioContextCreateMediaStreamSource,,,third_party/blink/renderer/modules/webaudio/audio_context.idl,
AudioContext,getOutputTimestamp,operation,(),AudioTimestamp,,AudioContextGetOutputTimestamp,,,third_party/blink/renderer/modules/webaudio/audio_context.idl,
AudioContext,resume,operation,(),VoidPromise,,AudioContextResume,,,third_party/blink/renderer/modules/webaudio/audio_context.idl,
AudioContext,suspend,operation,(),VoidPromise,,AudioContextSuspend,,,third_party/blink/renderer/modules/webaudio/audio_context.idl,
AudioData,,interface,,,,,,,third_party/blink/renderer/modules/webcodecs/audio_data.idl,9
AudioData,allocationSize,operation,(AudioDataCopyToOptions),UnsignedLong,,,,,third_party/blink/renderer/modules/webcodecs/audio_data.idl,
AudioData,clone,operation,(),AudioData,,,,,third_party/blink/renderer/modules/webcodecs/audio_data.idl,
AudioData,close,operation,(),Void,,,,,third_party/blink/renderer/modules/webcodecs/audio_data.idl,
AudioData,copyTo,operation,"(ArrayBufferAllowSharedOrArrayBufferViewAllowShared,AudioDataCopyToOptions)",Void,,,,,third_party/blink/renderer/modules/webcodecs/audio_data.idl,
AudioData,duration,attribute,,UnsignedLongLong,,,,,third_party/blink/renderer/modules/webcodecs/audio_data.idl,
AudioData,format,attribute,,AudioSampleFormat,,,,,third_party/blink/renderer/modules/webcodecs/audio_data.idl,
AudioData,numberOfChannels,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webcodecs/audio_data.idl,
AudioData,numberOfFrames,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webcodecs/audio_data.idl,
AudioData,sampleRate,attribute,,Float,,,,,third_party/blink/renderer/modules/webcodecs/audio_data.idl,
AudioData,timestamp,attribute,,LongLong,,,,,third_party/blink/renderer/modules/webcodecs/audio_data.idl,
AudioDecoder,,interface,,,,,True,,third_party/blink/renderer/modules/webcodecs/audio_decoder.idl,12
AudioDecoder,close,operation,(),Void,,,,,third_party/blink/renderer/modules/webcodecs/audio_decoder.idl,
AudioDecoder,configure,operation,(AudioDecoderConfig),Void,,,,,third_party/blink/renderer/modules/webcodecs/audio_decoder.idl,
AudioDecoder,decode,operation,(EncodedAudioChunk),Void,,,,,third_party/blink/renderer/modules/webcodecs/audio_decoder.idl,
AudioDecoder,decodeQueueSize,attribute,,Long,,,,,third_party/blink/renderer/modules/webcodecs/audio_decoder.idl,
AudioDecoder,flush,operation,(),VoidPromise,,,,,third_party/blink/renderer/modules/webcodecs/audio_decoder.idl,
AudioDecoder,isConfigSupported,operation,(AudioDecoderConfig),AudioDecoderSupportPromise,,,,,third_party/blink/renderer/modules/webcodecs/audio_decoder.idl,
AudioDecoder,reset,operation,(),Void,,,,,third_party/blink/renderer/modules/webcodecs/audio_decoder.idl,
AudioDecoder,state,attribute,,CodecState,,,,,third_party/blink/renderer/modules/webcodecs/audio_decoder.idl,
AudioDestinationNode,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_destination_node.idl,28
AudioDestinationNode,maxChannelCount,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webaudio/audio_destination_node.idl,
AudioEncoder,,interface,,,,,True,,third_party/blink/renderer/modules/webcodecs/audio_encoder.idl,12
AudioEncoder,close,operation,(),Void,,,,,third_party/blink/renderer/modules/webcodecs/audio_encoder.idl,
AudioEncoder,configure,operation,(AudioEncoderConfig),Void,,,,,third_party/blink/renderer/modules/webcodecs/audio_encoder.idl,
AudioEncoder,encode,operation,(AudioData),Void,,,,,third_party/blink/renderer/modules/webcodecs/audio_encoder.idl,
AudioEncoder,encodeQueueSize,attribute,,Long,,,,,third_party/blink/renderer/modules/webcodecs/audio_encoder.idl,
AudioEncoder,flush,operation,(),VoidPromise,,,,,third_party/blink/renderer/modules/webcodecs/audio_encoder.idl,
AudioEncoder,isConfigSupported,operation,(AudioEncoderConfig),AudioEncoderSupportPromise,,,,,third_party/blink/renderer/modules/webcodecs/audio_encoder.idl,
AudioEncoder,reset,operation,(),Void,,,,,third_party/blink/renderer/modules/webcodecs/audio_encoder.idl,
AudioEncoder,state,attribute,,CodecState,,,,,third_party/blink/renderer/modules/webcodecs/audio_encoder.idl,
AudioListener,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,31
AudioListener,forwardX,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,
AudioListener,forwardY,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,
AudioListener,forwardZ,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,
AudioListener,positionX,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,
AudioListener,positionY,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,
AudioListener,positionZ,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,
AudioListener,setOrientation,operation,"(Float,Float,Float,Float,Float,Float)",Void,,AudioListenerSetOrientation,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,
AudioListener,setPosition,operation,"(Float,Float,Float)",Void,,AudioListenerSetPosition,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,
AudioListener,upX,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,
AudioListener,upY,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,
AudioListener,upZ,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/audio_listener.idl,
AudioNode,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,40
AudioNode,channelCount,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,channelCountMode,attribute,,ChannelCountMode,,,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,channelInterpretation,attribute,,ChannelInterpretation,,,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,connect,operation,"(AudioNode,UnsignedLong,UnsignedLong)",AudioNode,,AudioNodeConnectToAudioNode,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,connect,operation,"(AudioParam,UnsignedLong)",Void,,AudioNodeConnectToAudioParam,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,context,attribute,,BaseAudioContext,,,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,disconnect,operation,(),Void,,,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,disconnect,operation,(UnsignedLong),Void,,AudioNodeDisconnectFromAudioNode,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,disconnect,operation,(AudioNode),Void,,AudioNodeDisconnectFromAudioNode,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,disconnect,operation,"(AudioNode,UnsignedLong)",Void,,AudioNodeDisconnectFromAudioNode,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,disconnect,operation,"(AudioNode,UnsignedLong,UnsignedLong)",Void,,AudioNodeDisconnectFromAudioNode,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,disconnect,operation,(AudioParam),Void,,AudioNodeDisconnectFromAudioParam,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,disconnect,operation,"(AudioParam,UnsignedLong)",Void,,AudioNodeDisconnectFromAudioParam,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,numberOfInputs,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioNode,numberOfOutputs,attribute,,UnsignedLong,,,,,third_party/blink/renderer/modules/webaudio/audio_node.idl,
AudioParam,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,36
AudioParam,automationRate,attribute,,AutomationRate,,,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParam,cancelAndHoldAtTime,operation,(Double),AudioParam,,AudioParamCancelAndHoldAtTime,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParam,cancelScheduledValues,operation,(Double),AudioParam,,AudioParamCancelScheduledValues,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParam,defaultValue,attribute,,Float,,,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParam,exponentialRampToValueAtTime,operation,"(Float,Double)",AudioParam,,AudioParamExponentialRampToValueAtTime,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParam,linearRampToValueAtTime,operation,"(Float,Double)",AudioParam,,AudioParamLinearRampToValueAtTime,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParam,maxValue,attribute,,Float,,,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParam,minValue,attribute,,Float,,,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParam,setTargetAtTime,operation,"(Float,Double,Double)",AudioParam,,AudioParamSetTargetAtTime,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParam,setValueAtTime,operation,"(Float,Double)",AudioParam,,AudioParamSetValueAtTime,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParam,setValueCurveAtTime,operation,"(FloatSequence,Double,Double)",AudioParam,,AudioParamSetValueCurveAtTime,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParam,value,attribute,,Float,,,,,third_party/blink/renderer/modules/webaudio/audio_param.idl,
AudioParamMap,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_param_map.idl,8
AudioProcessingEvent,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_processing_event.idl,29
AudioProcessingEvent,inputBuffer,attribute,,AudioBuffer,,,,,third_party/blink/renderer/modules/webaudio/audio_processing_event.idl,
AudioProcessingEvent,isTrusted,attribute,,Boolean,,,,,third_party/blink/renderer/core/dom/events/event.idl,
AudioProcessingEvent,outputBuffer,attribute,,AudioBuffer,,,,,third_party/blink/renderer/modules/webaudio/audio_processing_event.idl,
AudioProcessingEvent,playbackTime,attribute,,Double,,,,,third_party/blink/renderer/modules/webaudio/audio_processing_event.idl,
AudioScheduledSourceNode,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_scheduled_source_node.idl,10
AudioScheduledSourceNode,onended,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/modules/webaudio/audio_scheduled_source_node.idl,
AudioScheduledSourceNode,start,operation,(Double),Void,,,,,third_party/blink/renderer/modules/webaudio/audio_scheduled_source_node.idl,
AudioScheduledSourceNode,stop,operation,(Double),Void,,,,,third_party/blink/renderer/modules/webaudio/audio_scheduled_source_node.idl,
AudioTrack,,interface,,,,,,,third_party/blink/renderer/core/html/track/audio_track.idl,10
AudioTrack,enabled,attribute,,Boolean,,,,,third_party/blink/renderer/core/html/track/audio_track.idl,
AudioTrack,id,attribute,,String,,,,,third_party/blink/renderer/core/html/track/audio_track.idl,
AudioTrack,kind,attribute,,String,,,,,third_party/blink/renderer/core/html/track/audio_track.idl,
AudioTrack,label,attribute,,String,,,,,third_party/blink/renderer/core/html/track/audio_track.idl,
AudioTrack,language,attribute,,String,,,,,third_party/blink/renderer/core/html/track/audio_track.idl,
AudioTrack,sourceBuffer,attribute,,SourceBufferOrNull,,,,,third_party/blink/renderer/modules/mediasource/audio_track_source_buffer.idl,
AudioTrackList,,interface,,,,,,,third_party/blink/renderer/core/html/track/audio_track_list.idl,10
AudioTrackList,,operation,(UnsignedLong),AudioTrack,,,,,third_party/blink/renderer/core/html/track/audio_track_list.idl,
AudioTrackList,getTrackById,operation,(String),AudioTrackOrNull,,,,,third_party/blink/renderer/core/html/track/audio_track_list.idl,
AudioTrackList,length,attribute,,UnsignedLong,,,,,third_party/blink/renderer/core/html/track/audio_track_list.idl,
AudioTrackList,onaddtrack,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/html/track/audio_track_list.idl,
AudioTrackList,onchange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/html/track/audio_track_list.idl,
AudioTrackList,onremovetrack,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/core/html/track/audio_track_list.idl,
AudioWorklet,,interface,,,,,True,,third_party/blink/renderer/modules/webaudio/audio_worklet.idl,10
AudioWorkletGlobalScope,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_worklet_global_scope.idl,10
AudioWorkletGlobalScope,currentFrame,attribute,,UnsignedLongLong,,,,,third_party/blink/renderer/modules/webaudio/audio_worklet_global_scope.idl,
AudioWorkletGlobalScope,currentTime,attribute,,Double,,,,,third_party/blink/renderer/modules/webaudio/audio_worklet_global_scope.idl,
AudioWorkletGlobalScope,registerProcessor,operation,"(String,BlinkAudioWorkletProcessorConstructor)",Void,,AudioWorkletGlobalScopeRegisterProcessor,,,third_party/blink/renderer/modules/webaudio/audio_worklet_global_scope.idl,
AudioWorkletGlobalScope,sampleRate,attribute,,Float,,,,,third_party/blink/renderer/modules/webaudio/audio_worklet_global_scope.idl,
AudioWorkletNode,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_worklet_node.idl,10
AudioWorkletNode,onprocessorerror,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/modules/webaudio/audio_worklet_node.idl,
AudioWorkletNode,parameters,attribute,,AudioParamMap,,,,,third_party/blink/renderer/modules/webaudio/audio_worklet_node.idl,
AudioWorkletNode,port,attribute,,MessagePort,,,,,third_party/blink/renderer/modules/webaudio/audio_worklet_node.idl,
AudioWorkletProcessor,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/audio_worklet_processor.idl,9
AudioWorkletProcessor,port,attribute,,MessagePort,,,,,third_party/blink/renderer/modules/webaudio/audio_worklet_processor.idl,
AuthenticatorAssertionResponse,,interface,,,,,True,,third_party/blink/renderer/modules/credentialmanager/authenticator_assertion_response.idl,11
AuthenticatorAssertionResponse,authenticatorData,attribute,,ArrayBuffer,,,,,third_party/blink/renderer/modules/credentialmanager/authenticator_assertion_response.idl,
AuthenticatorAssertionResponse,signature,attribute,,ArrayBuffer,,,,,third_party/blink/renderer/modules/credentialmanager/authenticator_assertion_response.idl,
AuthenticatorAssertionResponse,transport,attribute,,StringOrNull,,,,,third_party/blink/renderer/modules/credentialmanager/authenticator_assertion_response.idl,
AuthenticatorAssertionResponse,userHandle,attribute,,ArrayBufferOrNull,,,,,third_party/blink/renderer/modules/credentialmanager/authenticator_assertion_response.idl,
